2023	1
137225	1
637160	1
22770	1
57349	1
562155	1
2842353	1
75818	1
905340	1
3417028	1
6116416	1
5093091	1
261417	1
3061257	1
977606	1
813030	1
10501	1
17062917	1
1656282	1
704161	1
31755839	1
4116724	1
129039	1
448975	1
1574377	1
244394	1
5138994	1
22936	1
98933	1
697530	1
77825	1
151140	1
3268650	1
135939	1
115061	1
1655366	1
134480	1
1395881	1
176851	1
772590	1
7214667	1
2219138	1
522064	1
451208	1
31171597	1
419563	1
4334200	1
599992	1
47335	1
413364	1
3985345	1
241383	1
2298821	1
404812	1
260063	1
2815164	1
228192	1
22989	1
389821	1
1938631	1
18518081	1
108283	1
24484	1
140471	1
172735	1
42756050	1
30428183	1
2075911	1
3001241	1
888387	1
457325	1
23284	1
1142522	1
6922247	1
2049120	1
24356889	1
250982	1
376791	1
1271430	1
6525047	1
65685	1
22308	1
140080	1
4256432	1
10859	1
18567040	1
11193725	1
6051699	1
12529246	1
359303	1
3672987	1
1846551	1
168008	1
43468	1
150349	1
2569903	1
178143	1
1902735	1
2661948	1
9965271	1
134792	1
38630498	1
28329553	1
745757	1
351305	1
18994087	1
272874	1
105736	1
1512190	1
25982	1
3520182	1
324196	1
23273510	1
1198557	1
137738	1
636339	1
510990	1
26956	1
2310	1
338558	1
180283	1
43473086	1
7885083	1
412433	1
19711528	1
727810	1
1026760	1
6612597	1
33057	1
2877379	1
3583583	1
8904783	1
1771747	1
2079387	1
2859896	1
11225617	1
778922	1
4050930	1
5773300	1
17613811	1
1937926	1
36847	1
16551	1
5988369	1
312877	1
180874	1
143433	1
14599	1
2289648	1
140832	1
2566382	1
115844	1
241335	1
57321	1
1784634	1
865885	1
676478	1
43851	1
564693	1
23561477	1
30863832	1
1267564	1
3677897	1
9937552	1
131517	1
20786807	1
312569	1
1017642	1
31639960	1
56987	1
5777097	1
1439849	1
137498	1
22601734	1
16672930	1
27009396	1
1060055	1
7900813	1
191436	1
6984	1
33942680	1
99187	1
1286975	1
1111168	1
99443	1
2216840	1
11697076	1
900231	1
18449452	1
22082695	1
91074	1
32841833	1
3414185	1
91038	1
154882	1
196871	1
3600519	1
13063807	1
39872	1
3843580	1
25400660	1
290327	1
127818	1
5425139	1
25711387	1
1931147	1
28648858	1
429081	1
38080015	1
24560369	1
1491936	1
1811399	1
1626719	1
8638634	1
6533	1
46639	1
683411	1
162344	1
8012316	1
571348	1
1333566	1
2916107	1
3071419	1
189738	1
758831	1
2452511	1
5579773	1
586699	1
5949420	1
9001042	1
138593	1
17753389	1
31186643	1
14573	1
124432	1
1490105	1
556309	1
24431802	1
6270880	1
108383	1
931037	1
1450824	1
660692	1
179766	1
2626140	1
7090114	1
336332	1
479215	1
34346577	1
605856	1
2291643	1
2278543	1
600391	1
633627	1
47727	1
1749495	1
4887041	1
133937	1
20683874	1
23907603	1
3775581	1
49551	1
108385	1
1592215	1
124646	1
892073	1
6038	1
14914	1
362359	1
29413292	1
368262	1
7663767	1
3132040	1
160108	1
1767855	1
488817	1
19104430	1
484742	1
5454008	1
177517	1
51167	1
377634	1
46521350	1
1564758	1
558990	1
38040797	1
2717905	1
24731835	1
4104287	1
5439282	1
538547	1
169880	1
13516399	1
188161	1
34138048	1
39902584	1
697535	1
427392	1
1004477	1
12119521	1
1964954	1
5826	1
317308	1
260008	1
93137	1
2257094	1
697601	1
3581593	1
18890	1
23142258	1
5705	1
4993996	1
1345788	1
580213	1
1866054	1
244094	1
129686	1
26826	1
2839380	1
95585	1
315144	1
178621	1
1742025	1
47967	1
33801794	1
1148911	1
14422995	1
2150953	1
34993757	1
980705	1
973237	1
26014458	1
192202	1
187994	1
12866	1
9485476	1
27795325	1
14985	1
4015188	1
756569	1
1771549	1
23910568	1
948638	1
259673	1
94478	1
147845	1
1335306	1
32825084	1
29413615	1
574517	1
367637	1
3734595	1
177888	1
2183153	1
12027805	1
2967788	1
305874	1
19394613	1
12966232	1
5785595	1
2138008	1
980547	1
3672796	1
72010	1
4516517	1
32718446	1
8848183	1
110981	1
25965538	1
11455686	1
3689200	1
98066	1
474282	1
192024	1
1937703	1
2834347	1
3362168	1
1983285	1
353047	1
569477	1
1508048	1
23135316	1
649886	1
50123	1
13593471	1
118660	1
6468	1
848565	1
95484	1
4852474	1
157086	1
3595970	1
6151067	1
43982	1
22939990	1
700586	1
117827	1
3770091	1
1025722	1
4921537	1
6922763	1
31788743	1
293605	1
1827752	1
24874360	1
354032	1
3105461	1
1007311	1
793629	1
2365268	1
116357	1
110020	1
135422	1
145236	1
430239	1
108327	1
1285472	1
118382	1
