1174118	1
1593039	1
5272074	1
15065712	1
87599	1
114642	1
4686352	1
3458184	1
329746	1
1521421	1
30656937	1
43492	1
5943284	1
489299	1
2840740	1
959425	1
3607564	1
100847	1
18548233	1
18015871	1
2176725	1
1327967	1
988077	1
42102867	1
3094417	1
9821405	1
15080921	1
21054150	1
4831314	1
291810	1
9027984	1
220685	1
22953727	1
5867887	1
46845420	1
14144404	1
29075630	1
91362	1
128055	1
394902	1
2282803	1
12217443	1
935822	1
635230	1
16832793	1
14857268	1
314780	1
41635882	1
863850	1
8536065	1
2814802	1
1521283	1
1304986	1
1426476	1
25252901	1
2691905	1
634298	1
20722089	1
1719958	1
11744888	1
41837200	1
23811415	1
3788445	1
93634	1
6834035	1
7971740	1
156731	1
31473809	1
2884673	1
2075787	1
1186772	1
18983644	1
15054435	1
1042514	1
1120051	1
621927	1
2330068	1
604727	1
3730456	1
9309682	1
3115759	1
2729190	1
2216508	1
21059721	1
5273437	1
2156502	1
18010509	1
4157071	1
7971869	1
2419576	1
11818376	1
1592920	1
1280983	1
44661744	1
13968751	1
31017716	1
3702611	1
8008969	1
98079	1
489303	1
404566	1
14646660	1
144137	1
2436186	1
23764687	1
2220550	1
5060779	1
9424441	1
5676694	1
3224757	1
147362	1
568981	1
110006	1
36348220	1
2775813	1
502831	1
22407863	1
19682222	1
758413	1
134955	1
1089716	1
724638	1
30558273	1
7544812	1
26729207	1
24027834	1
2355325	1
930325	1
5948929	1
2016664	1
91046	1
337096	1
189132	1
12991662	1
4751590	1
274551	1
1870440	1
2112582	1
37902879	1
48596	1
1221862	1
31330546	1
40821417	1
1470711	1
28077217	1
8977977	1
991111	1
19135750	1
2103856	1
383044	1
8843714	1
4359482	1
5667453	1
407469	1
33561234	1
5686956	1
214690	1
6914058	1
13064802	1
30818824	1
42064840	1
21554264	1
13777365	1
5827968	1
20631536	1
106984	1
897299	1
3817301	1
8153161	1
1969186	1
20145897	1
9513184	1
11028600	1
2993521	1
2007895	1
5676703	1
135348	1
1804363	1
6074355	1
17037812	1
37381	1
904306	1
8009315	1
2215314	1
32853694	1
32449731	1
1870824	1
18956	1
36181791	1
3625053	1
2870591	1
1535861	1
3359643	1
15386228	1
1947846	1
2832477	1
21207499	1
387884	1
1592906	1
308404	1
4403629	1
9144348	1
26582337	1
3649200	1
7938436	1
6059070	1
2650067	1
396812	1
518436	1
307035	1
4642454	1
4765643	1
3176730	1
9099328	1
5326257	1
228149	1
16747320	1
4865654	1
30295778	1
12191293	1
13179124	1
2626618	1
3730428	1
18772686	1
286836	1
2872387	1
453864	1
4476815	1
2091605	1
3050626	1
1187663	1
36654640	1
30829875	1
6183117	1
