21598879	30636	1
7607863	1427706	1
33044261	5908336	1
13766203	18993927	1
30840350	29333	1
7487750	22760983	0
4748598	18309950	0
1174994	51123	1
10886268	16354915	0
46414711	4748084	1
5393826	4748084	0
31315846	17755621	0
7487750	5043324	1
36894384	1639158	0
33653662	18839	1
3112463	26678	1
338274	376841	1
12847755	16354915	1
28353005	1731558	0
37254460	186861	0
521511	264249	0
38770859	4183	0
409463	10623	0
5082560	1142431	0
5400481	1283397	1
48103	190041	0
14690683	1364004	1
2486836	18630637	0
4382666	12598	1
43708927	1008588	0
610437	1092923	0
20548177	170807	0
2330343	2330242	1
552328	938179	1
2929106	46212943	1
5315458	922802	1
30763580	18951655	0
22279948	15135713	0
42827091	856679	1
31762719	85441	0
5399281	18866	0
14228343	21857	0
45549968	2377491	1
5306088	996205	0
7282253	7282253	1
31406031	27113	1
11808895	1327583	0
6047998	5069516	1
41357879	48190	1
27168695	81803	0
5282060	1308001	1
5408799	26564527	0
21675886	25614	0
18015871	389401	0
1604181	12720	0
34453860	14599	0
5359850	252646	0
18196190	20381	0
7705752	13543	0
17384853	22986	1
338274	3422	0
31537920	170522	0
5360378	2331192	1
44438480	24956	0
2617652	5134	0
2929106	532793	0
34430017	16743	1
341357	1208	0
21130217	20918455	1
5413317	26564527	1
632688	37274	0
6701370	24354924	0
1790730	1559537	0
197868	814723	0
37670762	4931638	0
44541737	6277878	0
5144014	856679	1
4868166	26678	1
384072	1872453	0
40010691	28840	1
25416432	31277	0
15132000	5043324	1
5217290	3107844	0
5412146	206365	1
33822428	27332949	1
2011017	4183	1
36902453	170522	1
20852645	252854	0
23481965	814723	1
38770859	1058729	1
37424101	79504	1
47664067	4035076	1
328691	6498425	0
1319384	23585	0
5306088	344068	1
3535691	2559711	0
1051237	99221	0
28919858	1102177	0
552134	923156	1
571639	104651	1
30840350	9630	0
44692735	18166327	1
3878323	23259	0
14272348	389401	1
7435700	31718	0
24917496	63876	1
23180078	152626	1
5408368	1357093	1
14835601	26564527	0
4281376	26564527	0
44817531	8877168	0
9797238	219878	0
3258560	5134	0
31985477	18630637	1
4610283	297350	0
34453860	1437728	1
21581858	28307	0
31056977	1866009	1
11808895	18993927	1
7417747	1997	0
47016	25595604	1
5401791	31883	0
40566610	25595604	0
22213961	1771912	1
25496821	80356	1
16245069	8912174	0
6006778	9928	1
11883825	5098574	0
27354212	2569378	0
7094867	183290	0
7259748	30344	1
20324871	2386348	1
3012672	15135713	1
4634742	566821	0
18404729	22939	1
43868891	1058631	1
17463045	374304	0
1636834	21217	1
30576520	2131432	0
5507751	25614	1
4868166	17881122	0
7097947	25414	1
19750478	19025500	0
21090373	9470608	1
7417747	29923	1
5409077	25475	0
7510900	27165	0
5407173	1308001	1
4584493	104651	0
25217890	7116046	0
37658639	19318	0
5331428	10396793	0
2765123	18717981	1
181163	25412792	0
22777405	6498425	0
47016	10772350	1
1661561	18949347	1
27385227	9258	1
5976593	9508	0
341357	45087159	1
275384	25423	1
5412146	80381	0
6098807	4859546	0
6098864	45506	0
18196190	10772350	1
21598879	36686915	0
34584003	21212	1
19638567	23603	1
1810093	1327517	0
33653662	26779	0
18244814	418101	1
5315953	16267	0
4311911	860860	1
1051237	50650	1
5420379	307	0
46414711	8476957	1
2521255	6578398	0
25356957	13929	1
339300	286369	0
578469	847998	0
45549968	99221	1
1604181	5626	1
9410972	29838	1
17673431	14109	0
5313589	18945847	0
12021113	18963910	0
1170141	25727	1
9625220	24931	1
4748769	1307115	1
10981603	376841	1
23213362	731463	1
20934639	23003	0
28919858	737	1
1661561	13736167	0
19002397	9247	1
38835199	411888	1
2267322	13543	1
47530057	6880483	0
35207014	180786	1
3809742	319505	0
16679817	46044	0
18404729	22156522	0
25732772	23585	1
7107446	21587592	0
6956751	30862857	1
28032048	1056700	0
1070071	6231	1
725222	25949	1
68818	36686915	1
1614126	25949	0
1661561	14599	0
169419	24909346	0
169419	43717	1
1607411	8169	0
3506963	968125	0
7094867	339	0
9199046	21221606	0
6143895	167389	0
6013197	3165903	1
23387381	13554	0
37462588	3107844	1
16267127	12207	1
5407407	46884	0
5916836	82533	0
4202925	5069516	0
1170141	1690736	0
1902816	26700	0
10886268	153324	0
384072	18949347	1
5409885	2247978	1
4279269	26678	1
32786167	2415553	0
44059771	19666611	0
34430017	7241466	0
38067627	1980547	0
23810295	938179	0
10854965	24297671	1
38767343	25421	1
48449623	2792	1
17867131	532793	1
42823898	46044	1
41357879	67530	0
46820678	8912174	1
4625119	1357093	1
13686421	17920413	0
21853972	75214	0
40159498	927136	0
2521255	10326	1
441835	7116046	1
5082560	24388	1
552177	927136	1
964829	10396793	1
3258560	66220	1
4279943	29301	0
34227340	1393859	0
2968146	276310	0
339300	10326	1
6006778	1426590	0
16088777	9236	1
192723	5961	1
4578096	2062757	1
21853972	19283335	1
45549968	45506	1
16900477	2298708	0
47016	411951	0
2682683	2965	0
3173153	18934	1
10859921	43464	0
3902313	456386	0
27361318	23534170	1
5401602	2131432	1
622069	28845	0
41080998	215350	0
9807738	18934432	0
192723	927136	0
567481	28766	1
9410972	31880	0
4831518	26678	1
74215	18973384	0
38802735	63876	1
521784	418101	1
17336734	37010	1
6863181	18831	1
23387381	24931	1
9065599	603166	0
34540819	250686	0
21090373	2616811	0
1170141	27692	0
5413890	2671343	1
5317418	1301427	1
9524641	16716	0
7768855	33158	1
17597941	27919	0
4582289	15607054	0
504330	14599	1
2089376	23736078	0
26830516	4880551	0
5401077	1326314	1
43868891	418101	1
2486836	358716	0
44438480	5043324	1
20246739	25414	1
17799196	5825263	1
7097947	18866	0
37722546	24931	0
332043	411888	0
5539728	321808	0
13142159	31591	0
1661561	144869	0
20844627	53831	0
30474192	146075	1
7658110	14995351	0
6047027	374304	0
4534482	4035076	0
1466910	215140	0
5421286	11101	0
567481	1007667	0
4451515	40411	0
192723	13692155	1
44541737	2861	0
4977543	5042765	1
39824754	14893056	0
4917441	34141	0
10926041	1748995	1
4210228	37010	0
5420690	25949	0
23683988	75469	1
37515206	18949347	0
18938080	4332470	0
331778	104651	1
26267244	5962	1
5337548	14109	1
6098807	532793	0
15652989	28008787	0
521784	4320719	0
2033124	104651	0
25937959	507197	0
34607177	12207	0
20548177	25475	1
244107	9417	1
36228961	55931	0
9810112	923594	0
4887878	5931	1
4831518	7959	0
32341551	21208262	1
21760308	5490	0
6843018	19568112	0
2089647	5664	1
18557939	344068	0
31762719	213806	1
49544824	374304	1
341357	18949347	1
5452570	39353100	0
40339914	16457116	1
46414711	215140	1
5400481	1307115	1
27168695	5042951	1
5406230	197241	0
1790730	21173	1
523280	45281	0
31095210	167389	1
44190	7703977	0
797244	6860726	0
29873865	151066	1
17336734	27113	0
5983758	9251	1
30228561	14208	0
27385227	32401	0
632688	28307	0
27364078	28849	1
338090	5098574	1
39934867	170522	1
168205	54176	1
4917441	46044	1
341357	23534170	1
27991639	92656	0
37008647	31217	1
37293865	5388	1
45549968	53451	1
11017589	2298708	0
41975762	19666611	1
1599266	26678	1
4019796	1980563	1
21297575	14995351	1
5360660	26564527	1
15357916	207120	0
2826174	26161489	0
23723204	994887	1
3809742	26564527	0
4744421	959699	1
44541737	9223	1
31985477	350137	1
23028158	339	1
4412934	5488304	1
47380791	317947	1
1170141	7370562	1
1661561	507485	1
31340	33734529	0
5400580	1980551	1
552134	2435489	0
40656121	2050258	1
3028058	53451	0
11380519	10396793	0
5407080	18166327	0
1245730	6860726	1
5401602	422892	1
5360378	419342	0
521511	418101	1
29444341	2632114	0
37755924	25715	1
18258915	4368966	1
30474192	4923981	0
37424391	79504	1
4936581	26678	1
17246888	2569378	1
2267322	28840	0
48931942	15607054	1
4769845	507197	1
2892592	2335566	1
6047363	253264	0
74215	152626	1
5315953	1327787	1
3535691	26678	1
275025	1623371	0
