2808019	58642	0
33696008	18502459	0
33618365	1130933	1
3851257	475204	0
29698757	970935	0
3633519	377382	0
10020906	192819	0
29409487	3810876	1
916896	316977	0
31155344	32659306	0
29516178	1164507	1
13068957	1549583	1
37560348	39594897	0
11382859	21923	1
2628656	21923	1
33618365	1527960	0
788755	5491444	0
29565235	22358494	0
21566852	19869	0
5675518	1604128	0
3055955	39836731	0
42301734	7997387	0
5908975	2067207	0
584567	29091194	0
17585357	892623	1
37660903	32786042	1
36534290	931954	1
28287295	8908128	0
584567	28158729	0
30090833	43355882	0
13916477	3886219	0
2120935	12010	1
18324158	1695424	1
10332447	290620	1
1640135	948288	0
33015849	14504859	0
2808522	24477945	1
29718359	1164507	1
29718359	2822856	0
6811569	21923	1
29551127	4492079	0
23008704	988356	1
2260731	21923	1
29174323	4212463	0
30741151	42885564	0
3211953	1656770	0
8280876	347833	0
22940404	988356	1
30185161	1164507	1
29577160	10718375	0
1612484	151575	0
2808522	4401095	0
1003743	24108178	0
1929358	527767	0
3564639	17839	1
10199479	2156200	0
9227200	25097884	0
23008704	3075579	0
700195	31928	1
31534844	207371	1
2188387	1254826	0
36930108	430783	1
3666254	584946	0
4531372	267008	0
22939891	988356	1
2694682	1528850	0
29569677	1130933	1
23605538	5747768	0
2193706	373197	1
35952367	10029370	1
1612484	267008	1
1100909	9495653	0
29516178	68202	0
2682302	1465643	1
23797462	112550	1
17662516	160349	1
2009295	1616316	0
1584468	21923	1
11577835	2235521	0
29558011	4736211	0
32351211	1527679	1
4116630	10200423	0
36930108	27653711	0
2807897	1130933	1
4093009	461539	0
3377161	4772763	1
5663083	1128260	0
10332447	1285425	0
1557959	21923	1
5228735	1788865	0
352819	988356	0
34870922	1679698	0
1291992	309785	1
3584154	1800448	0
1140312	115160	0
597745	4625112	0
29399868	1164507	1
30185161	9075254	0
21966584	2988497	0
182538	21923	1
29722957	1130933	1
13916328	32743688	0
30139535	1164507	1
143169	584946	1
475062	5361381	0
33561712	2174399	1
5983009	41721154	0
31151307	5712231	0
33561712	2644974	0
15424805	416499	1
29399135	1164507	1
18721672	2466807	1
9286194	47359472	0
1432168	21923	1
40752662	9860125	0
25743253	2235521	0
29432895	1164507	1
3718789	7163829	0
24551903	3764285	0
30174425	7614091	0
2807862	142298	0
788755	293921	1
2639629	33070533	0
559536	8531312	0
447293	7955016	0
594646	525737	1
312134	5144727	0
1861489	4914568	1
5663156	1246822	1
3631192	1850071	0
2768385	21923	1
32085914	18134182	0
32687737	3764285	1
312134	290620	1
2572381	3230401	0
6175802	30733	0
17926863	2061417	1
43691423	58642	1
29577160	3810876	1
27922034	7015471	1
24551903	30874055	1
2597276	2253496	0
649880	1769301	1
3197494	4206493	0
24311978	1020716	1
39178081	5273387	0
261391	10532535	0
4345052	21923	1
1785980	357032	0
34275540	1164507	1
2186298	177221	1
1300607	6804357	0
13781133	39836731	0
34011698	28134534	0
16914003	16914178	1
20001435	4206493	1
41713950	7727398	0
29641218	1681204	0
503312	286163	1
2692087	21923	1
29531291	1130933	1
15547632	3403112	0
41714110	1164507	1
2326266	540093	1
443985	1055707	0
447293	21923	1
10661023	1786680	0
21487665	5462130	0
40752662	5954248	1
6811569	25765594	0
33561727	2905235	0
25381571	1157341	0
4546326	60340	0
35862135	899573	0
16443172	1164507	1
2815814	3143962	0
23243220	1849087	1
22528049	1673410	1
26801856	40304604	0
41713956	15875915	0
3493122	1356480	1
32578060	12000758	0
21675394	5882961	1
6936558	58716	0
1604780	416103	0
92603	17839	1
41727318	201765	1
42023421	166130	1
41298483	32743688	1
4531372	4158220	1
29551991	1164507	1
2009831	2841015	0
41189002	1164507	1
29174323	1164507	1
6238695	33590163	0
18324158	6922800	0
44559159	5832617	0
3851257	21923	1
4582410	21923	1
2572644	1018276	1
256440	471403	1
37040855	25488565	1
4951136	1157341	1
