11039790	1
25212754	1
29932	1
6021902	1
11209352	1
36640486	1
27090149	1
1904586	1
7661050	1
2472382	1
24302022	1
7621256	1
8260394	1
3474423	1
2393	1
23637389	1
25195752	1
525141	1
21261348	1
51028	1
4075468	1
5695	1
37982200	1
6521732	1
1954843	1
2523922	1
19356604	1
46346542	1
9839991	1
1591541	1
1689086	1
41378872	1
30268846	1
2468465	1
243987	1
157229	1
5759387	1
3125161	1
416117	1
169382	1
36501213	1
4973046	1
960886	1
9811087	1
1252237	1
382961	1
3189229	1
19730891	1
5177285	1
1979418	1
11296436	1
216260	1
24235330	1
8656001	1
1829476	1
14512465	1
2362283	1
37982117	1
538870	1
1278405	1
1571218	1
3410871	1
2076572	1
769705	1
649975	1
12988	1
986926	1
6274151	1
17727	1
25409	1
156992	1
33597586	1
484831	1
1892783	1
8253	1
4655817	1
6521114	1
327911	1
83238	1
41270526	1
2799117	1
10966399	1
210815	1
42427973	1
855148	1
173548	1
5792392	1
1008305	1
910816	1
45998	1
450053	1
27913593	1
41329018	1
17289016	1
10953546	1
156093	1
1306231	1
4949229	1
31725226	1
503595	1
3165118	1
20513644	1
699350	1
11983460	1
4589999	1
14360112	1
12437925	1
484939	1
2920724	1
14783902	1
1642691	1
1958041	1
2009262	1
26130295	1
525755	1
9276075	1
25010694	1
26106383	1
326833	1
18870947	1
351015	1
31591180	1
10361300	1
29492628	1
419404	1
212472	1
34258956	1
23894258	1
28222	1
24162309	1
2493459	1
5552759	1
820283	1
171865	1
1107950	1
12961956	1
25686612	1
3255479	1
16771644	1
35021336	1
6744757	1
693192	1
5337035	1
3271335	1
9630	1
2185685	1
1853351	1
37757960	1
1156490	1
662088	1
2332422	1
28565394	1
626674	1
26423500	1
42432953	1
21134807	1
21420464	1
7575129	1
586540	1
171816	1
5858522	1
7228438	1
950611	1
3636124	1
1820214	1
2567823	1
36768	1
428819	1
284900	1
1857324	1
24083	1
14433103	1
41576393	1
3759332	1
18020325	1
15750219	1
17257187	1
10022597	1
40656942	1
4095180	1
1530814	1
7875159	1
1409855	1
24186432	1
21004270	1
8592168	1
27142838	1
1663656	1
51167	1
30358471	1
339841	1
26771985	1
4986761	1
6127934	1
3706692	1
13441958	1
4522328	1
25416893	1
237132	1
2846320	1
4610236	1
10343675	1
202009	1
2887854	1
52497	1
261709	1
1700593	1
20268	1
37696632	1
3331572	1
1544141	1
531918	1
45380072	1
2503074	1
440392	1
2741456	1
25819003	1
3904630	1
423762	1
3557327	1
1085975	1
32655212	1
38871977	1
100558	1
15295	1
11658923	1
463290	1
895473	1
10361010	1
769045	1
4774100	1
953669	1
3373435	1
84318	1
18507967	1
26473360	1
9984903	1
18051163	1
1278412	1
611463	1
645327	1
9703	1
21566126	1
