16992762	3334886	0
1649310	1690780	1
36609701	34547886	1
11978219	2099769	1
8371056	10947444	1
19460809	23846339	0
1849676	12551	0
1870853	1100501	0
43113761	5827871	1
12276228	1915282	0
14112315	1123820	1
29787740	853021	1
2212490	1822933	1
6762256	1871622	1
30856029	28053536	0
4353015	1957905	1
36992946	1868752	0
36618625	37205923	0
29787740	45292876	0
25155274	22763716	1
21141965	1510283	1
38678490	9125962	0
2458351	30982330	0
1810667	3104345	0
25065346	6884932	0
46572537	5789931	0
13838226	8171315	0
28542734	6933636	0
37403089	19359575	0
306723	1870440	1
1871067	3560133	1
34457877	24447729	1
11945912	9128615	0
1863290	964057	1
28772253	2180928	0
650692	1758185	1
33862180	8923192	1
3519133	2157422	0
576942	33288108	0
11649208	2535669	1
25521849	4409870	0
47915106	24009948	0
46345124	1927529	1
37710194	23833758	1
31368808	1518377	1
16774388	42876663	0
31122417	23834702	1
20097421	23781678	1
2377459	1791621	1
42967760	11707266	0
7557518	20138259	0
18857064	2060201	0
37403825	26552042	1
22683628	21745180	0
34194493	41539636	0
6843209	102571	0
4814849	36609701	0
43701823	13535947	0
3110335	1983667	0
44512264	20786397	0
23637966	26483406	1
652410	306325	1
9039710	35008163	0
409836	3645809	1
17440322	27546222	1
1690672	13032540	0
23846803	10347887	0
26536235	24770863	1
15188816	21463347	0
17835872	11906006	0
24643158	5382033	0
42287337	450698	1
1881174	26411474	0
8789432	6789833	0
2100644	2143682	0
21760294	30982330	1
22186090	3921984	1
14992933	5821932	1
1855487	10852711	1
2187507	2683769	1
2024278	14249358	1
2469493	1868752	1
11704893	2441412	0
15929939	3076383	1
14992933	27746390	0
36688764	17101211	1
5916562	1934954	0
303089	351953	1
12779879	32360523	0
4056286	36907888	0
37334458	1877296	0
12965366	37246357	0
1967700	1870834	1
18381721	21745180	0
34939440	23800134	0
7022598	2127441	1
1882974	4402519	1
11239800	31147767	0
1435302	6180870	0
8805105	8466951	1
27772792	21018883	0
21391531	38205157	1
37786812	2060607	0
30114877	1690976	0
39315354	6626176	1
30985171	7976712	1
34831497	650403	1
24037440	779822	0
18239882	1944787	1
17983848	1944963	1
1871528	1883071	1
18064145	2830010	0
4402519	303089	1
303089	8198058	1
14316051	7350414	0
10512535	1690927	1
8838523	3223546	1
17748101	24584894	0
4373391	662698	0
2441412	2423344	1
12303042	1100501	1
918592	47334268	0
11678334	1967540	0
4147964	3499171	0
1915010	9200779	0
32797955	3262367	0
33404427	23748871	0
25455735	12025134	1
36512900	14083064	1
8218074	29822196	0
43585732	24485760	1
32786929	14249358	0
42497715	10817746	0
4342550	5989332	1
24426429	5018761	0
312519	1442397	1
18581626	17445508	1
1885974	304416	1
16992762	39230429	1
