46225942	19907719	1
30157338	20811169	0
32201520	2094707	1
20827816	165278	1
14574170	16099492	0
5356732	4518527	0
42523239	451122	1
1053227	1229757	1
9414078	5997926	1
18271449	5701775	1
18896092	833846	1
2840278	3893765	0
1844597	745757	1
14805048	1145121	1
46570455	5514753	1
22438261	22654991	0
1055181	5481008	0
15630125	22372158	0
2661030	192068	1
11333941	3728282	0
21546395	2592452	1
7654785	1129914	1
4437292	1550341	1
23607875	15016135	1
5844558	37092001	0
1920128	4221322	0
16691602	248083	1
11447126	1035855	0
7369209	585022	1
18547262	7442979	0
9522795	4863003	0
5835359	25001898	0
32733017	43496142	1
22115612	3241717	1
14939805	376725	1
13413680	1537131	1
12940183	11926916	1
5973879	34678540	0
4415275	1135285	0
4181195	17652565	0
26550693	6380048	0
20112687	17396334	1
40112937	4518527	1
30423029	2554958	1
33815838	19623772	1
8523127	3669379	0
22075089	79943	1
8333794	896074	1
35730012	3690594	0
6141015	5902432	1
34609298	159867	0
3896680	91155	1
1954644	680264	1
27682857	6598991	0
2284855	1347678	1
9652007	1973841	1
27152062	28353589	1
1053227	28088008	0
11853881	41587578	1
6724707	3843103	1
17596860	11687880	1
27079736	5649925	1
5335175	880432	1
1395394	1095695	1
25019146	1167720	1
28819009	5638025	1
611982	2535118	0
15248624	27770626	0
3292904	5729189	0
11099396	31673918	1
3053076	82773	1
5032290	46702088	0
19944400	1056336	1
1122236	15952424	1
23013051	1629175	1
2590316	84588	1
5277224	143279	1
44015478	57802	1
13262540	28967249	0
12180073	31145505	0
9056527	15116	1
14140022	2496962	0
26583119	1339199	1
18091866	74291	1
24888337	4230383	0
1791708	7085544	0
5945982	1641288	1
6311012	880388	1
8910924	1691581	1
23476989	5208006	1
12018637	31894408	0
24154535	7369520	0
3256607	800033	0
16575213	43463926	1
2601232	32185337	0
9410560	263466	1
8701225	79943	0
18549179	3419152	0
9040777	6165655	0
14955561	3438052	0
9056527	1249223	0
24702425	451165	0
32527024	8331338	0
20251723	17021793	1
3044214	8335323	0
13796447	8571432	1
21652970	7614075	1
12682793	638909	1
18118458	32315226	0
13859498	46786030	1
24154535	4604306	1
10775542	69713	1
19960156	24479277	1
20956500	6129508	0
12504095	27899053	0
24136277	6143453	1
32162467	7174827	1
954394	448599	1
10425555	28088008	0
6183932	19000332	0
1044585	245705	1
30874092	6599026	0
11783679	1129914	0
7720296	24479463	0
39938695	1167720	0
23407052	1126486	1
16941101	27851887	0
22428008	8312180	0
25133635	12645288	1
672959	15116	1
19244553	7984948	0
22465290	3419152	1
1597897	1944449	1
15969986	3666878	0
37100855	6621337	1
1498178	9865222	0
11552086	4796776	0
27304385	1011001	0
2744060	695292	1
11884373	2150678	0
3168363	451156	1
24688275	12712153	0
22428008	5207960	1
1297119	1299301	1
23381427	689493	1
616658	15129496	0
5605084	187313	1
12940183	37693477	0
46592452	1860120	1
8029204	4792249	1
27682857	1926859	1
14003495	11687880	0
9383433	36436896	0
16941101	1256446	1
6852873	7169024	1
13390260	2870603	1
11449641	5905118	0
18099105	43086266	0
15947671	11581902	1
17305605	564514	1
6722120	79818	1
29066288	6682669	0
11585714	27046672	0
22136051	3674131	1
5222168	9004924	0
38296721	7609300	0
34601561	16655208	1
3280418	34534471	0
12504095	1491944	1
19244553	3605040	1
20074494	1256446	0
2538809	3448608	0
31826395	8312414	0
1111788	454699	1
6217446	13097486	0
7665724	243970	1
3035333	7169024	0
1122236	43003501	0
20928400	68198	0
43629264	35818091	0
9051745	993546	1
7026576	5638025	0
1597897	30531357	0
9786554	2677655	1
5032930	1050355	1
19985494	1816947	0
20032796	31311643	0
29038980	2079287	0
46225942	19392028	1
13390260	2273019	0
38296721	1050355	1
5994529	4061834	1
9646521	25686466	0
34287095	3685640	0
1840506	1917113	1
23208365	954720	1
16691602	3245657	0
12531858	958198	1
1297119	187241	1
12461319	2139207	0
3490310	3667398	1
4306652	5719818	0
11157534	185196	1
19157991	17674262	0
5598648	1700243	0
2039993	69438	1
1492196	17396311	0
2840278	210482	1
39198364	451168	0
3168363	24166710	0
23184569	25094718	0
18986379	25913543	0
5637993	12540414	0
3317955	5649925	0
30271144	3843103	0
14869170	451162	1
10000548	34464032	0
1771308	31754401	0
24108212	5649119	1
34217516	12290759	1
1844597	19073448	0
11761511	3668241	0
10425555	168007	1
6396602	7687259	0
13249329	3669611	1
17230867	5701775	0
3044214	222981	1
2590316	2246449	0
18986379	3883053	0
37476642	893539	0
15118219	1135285	1
37100855	754443	0
17608048	36716404	0
9803328	14109773	1
6755440	187310	1
19985494	5624949	1
29228378	3396806	0
12461319	1696378	1
677558	187239	1
10775542	30873379	0
9069883	69438	0
18277260	7973618	0
4745474	25127146	1
8106723	39960384	0
3500554	1017349	1
30874092	5104639	1
8251883	4827125	0
1841102	5282756	0
35522940	46955765	1
11512808	19672033	1
15115648	656932	1
3317955	21491213	1
23013051	3073820	0
5982580	2870763	0
6715442	22249533	0
35926625	17598786	1
2093867	165278	1
552843	7473	1
10820076	13475730	0
44015478	3232704	0
13974723	187313	0
22714605	12086279	1
11189835	8119244	0
2397004	21083388	0
6074429	16415	1
893041	43545382	0
13796447	893469	0
7607612	1126035	1
1498178	4392	1
3283872	6835160	0
1365029	7888962	0
20431060	7003325	0
40670016	6682669	1
34601561	5348250	0
42403616	828081	0
33287865	309502	0
40112937	31125161	1
7045463	43463926	0
18118458	2883698	1
1742992	41468393	0
8038683	2205875	1
15108168	18975944	1
3433891	1135354	0
26204922	6044154	0
14805048	42674434	0
9158864	21211281	1
7445231	6034591	0
11793400	2627027	0
13010860	1791984	0
15034401	30656908	0
1108995	357488	1
6217446	451129	1
4393228	4543068	0
12154835	24804740	0
9038333	1439896	1
5574046	9228652	0
11449641	6230169	1
12724564	1171782	0
24898373	679799	0
25290046	23007507	1
15722135	3669611	0
4268253	3668241	1
19441272	381306	1
2744060	30970283	0
2393334	7681473	0
4161550	172326	1
5904174	1132478	0
10524338	6248869	0
15034482	40272849	0
5546119	574076	0
13859390	11983960	0
10000548	1022953	1
30079564	187310	0
7438292	3261447	0
1131367	28063968	0
47892016	43496142	0
16603915	7490965	0
2397004	451122	1
15965082	12622176	0
32139575	1694478	1
11784782	19811758	1
5222168	43487520	1
36189362	4151387	1
5032930	11207601	0
2415317	25944986	0
3418031	2962950	0
21786785	656932	0
23144765	743540	0
2415317	1530039	1
21359104	14838339	1
1135054	1881810	0
11552086	1061075	1
6632882	10282557	1
25676011	44324844	0
9646521	37288950	1
8029204	837213	0
26514933	12745554	0
2601232	5624949	1
5168027	880388	0
21642286	30485951	1
16603915	44500085	0
6085283	704478	1
10221293	1916131	0
13474188	7940435	1
11887479	3405550	0
11382592	28957071	0
9158864	1024865	0
24021263	8178463	0
24913866	203927	1
20297718	834226	0
1044585	6879906	0
12850776	10173367	0
7535179	11581902	0
893041	6720	1
2429011	1050355	0
5598648	2776808	1
4197804	880432	1
5965569	12086279	0
5697264	48936272	0
3524079	3175661	1
2305246	30832785	0
12437158	17070371	1
27096947	1011001	1
9069883	299271	1
14409691	28353589	0
1592155	243500	1
672959	11625381	1
5697264	564301	1
6269535	2793797	1
18896092	20486738	0
14985429	32537760	1
16448281	12776558	0
35926625	8107195	0
24722859	28989968	0
1525677	6978594	0
8838171	2094707	0
1955917	34189153	1
13859390	28984	1
2840278	24181204	0
6883109	44117314	0
19244553	2424381	1
28919307	6642234	1
15969986	880391	1
29246718	5809653	1
18519974	34464032	0
6015241	19672033	0
24913866	3554532	0
13924524	24200735	0
21803138	4857122	0
27906701	1972278	0
21652970	3395428	0
26023995	689493	0
24888337	2496962	1
3926645	2496962	1
5032930	172589	1
32527024	3997190	1
451234	23857	1
9167466	3674994	0
31833095	2467014	0
3490310	21461459	0
5979188	7328116	1
28048174	4857122	1
22115612	24094519	0
4548442	431144	0
6366353	825599	0
1841102	2052296	1
5655917	18136583	1
1844968	2599858	1
15017805	16276411	1
21949725	32062315	1
2149975	12504513	1
7124104	1146186	0
18467887	3294658	0
4981171	5208006	0
8251883	1014785	1
3332390	2150678	1
23183824	1131140	1
8177812	23692084	1
20948368	2358	0
2284855	3966588	0
15252859	3690594	1
16407376	11537018	0
2535787	800033	1
5505423	723688	1
9051745	32564826	0
7362752	2521092	1
26563855	1437611	0
9997096	33032722	0
1632811	49619154	0
